conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/344d8c63-0bc2-4a70-9fea-cfe3ca5a6ca0,skill/competence,sector-specific,check processing parameters,"assess processing parameters
check a processing parameter
test processing parameters
check processing parameters
check investigate processing parameters
audit processing parameters
checking processing parameters
processing parameter checks",,released,2016-12-20T19:02:17Z,"It includes checking moisture in food products to keep under control different technological processes such as drying, milling, etc.
It also includes controlling humidity in germination equipment",,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills",Check processing parameters to keep under control the technological processes.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/34521cea-fe17-4c29-9617-a87ad19969c6,skill/competence,sector-specific,keep up to date on professional dance practice,"keep abreast with professional dance practices
keep up to date with practices in professional dance
keep abreast with dance practices
keep up to date on professional dance practice
keep up to date with professional practices in dance",,released,2016-12-20T17:46:59Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Keep up to date with practice advancements and apply them to your professional dance practice.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/345486f3-f265-4fc8-8ed0-5e96e768e333,skill/competence,cross-sector,process booking,"process accommodation booking
organize booking
accepting booking
process a booking
handle bookings, invoicing and issuing of tickets
process bookings
process booking
provide reservation services
take restaurant bookings and reservations",,released,2016-09-15T10:51:27Z,"Includes booking room in a hotel, seat in a plane etc. Does not necessarily include finalising payment, as the payment can be postponed or invoiced.",,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills",Execute a booking of a place according to client's requirement in advance and issue all appropriate documents.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/345e7733-ba2a-4c8e-915b-d1981d5db0cf,skill/competence,sector-specific,maintain musical instruments,"keep up musical instruments
oversee musical instruments
maintaining musical instruments
maintain music instruments
keep musical instruments in good condition
maintain musical instruments",,released,2016-12-20T18:02:15Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Check and maintain musical instruments.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/345fe011-42cd-4f7c-94d9-4100a97fe6ba,skill/competence,sector-specific,build devices into props,"build props with devices
build devices into props
build in devices in props
install devices into props
build electric mechanisms into props",,released,2016-12-20T17:43:25Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills",Build mechanical or electrical devices into props.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/34670989-418c-43d4-861b-3e884adc2479,skill/competence,occupation-specific,perform body wrapping,"performing body wrapping
do body wrapping
perform body wrapping
perform body wrap treatments
body wrap",,released,2016-12-20T20:11:45Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Wrap customers with plastic, mud or thermal blankets for de-stressing, rebalancing, firming skin, detoxicating and reducing cellulite."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/347162b5-d136-4791-b2a5-392f37a5d1c0,skill/competence,occupation-specific,tend spark erosion machine,"oversee electrical discharge appliance
watch over spark erosion machine
guard electrical discharge appliance
watch over electrical discharge appliance
oversee spark erosion machine
guard spark erosion machine
monitor electrical discharge appliance
tend spark erosion machine
monitor spark erosion machine",,released,2016-12-20T19:47:48Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Monitor and operate a spark erosion machine according to regulations.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/34783459-e867-4f50-90dd-fb020b543f43,skill/competence,sector-specific,provide assistance to airport users,"provide assistance to a variety of airport customers
provide airport customer services
provide services to a variety of airport users
provide assistance to a variety of airport users
provide services to a variety of airport customers
assist airport users
meet the needs of airport users
provide assistance to airport customers
deliver airport customer services
assist airport customers",,released,2021-12-08T22:28:49.145Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Support and assist various types of airport customers.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/347b6a67-59ad-4408-bb9c-cfa502867e24,skill/competence,sector-specific,monitor forest health,"monitoring forest health
checking health of forest
monitor health of forests
check forest health
checking forest health
monitor forest health
forest health monitoring
check health of forests
monitoring health of forest
forest health checking",,released,2021-12-08T22:29:09.166Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/green",Monitor forest health to make sure all necessary actions are taken by the forestry workers team.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/347d33a8-3698-4549-a7de-722a0216ee40,skill/competence,transversal,understand spoken Dutch,"understand spoken Dutch
listen to Dutch
understand Dutch speech
make sense of spoken Dutch
comprehend spoken Dutch
listen to Flemish
interpret spoken Dutch
understanding spoken Dutch",,released,2016-12-20T18:44:36Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skill-language-groups,
http://data.europa.eu/esco/concept-scheme/skills",Comprehend orally expressed Dutch.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/34879781-a164-4ebe-86f0-cdbe2f91d0f3,knowledge,sector-specific,International Maritime Organisation conventions,"IMO codes
IMO regulatory framework
International Maritime organization  conventions
international maritime organisation best practice in international shipping
conventions of the international maritime organisation
IMO conventions
IMO practice of international shipping
IMO best practice in international shipping
conventions of the IMO
international maritime organisation practice of international shipping
IMO shipping standards
IMO regulations
codes of the international maritime organisation
international maritime organisation shipping standards
international maritime organisation codes",,released,2021-04-02T12:38:44.593Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",The fundamental principles and requirements laid in the different conventions issued by the International Maritime Organisation.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/348b74cd-49ce-4844-8bdf-ec188b497213,knowledge,sector-specific,visual presentation techniques,"visualization interface
visual presentation techniques
Infoviz
Infovis
information visualization
information visualisation",,released,2022-07-05T14:38:14.433Z,,,"http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036,
http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The visual representation and interaction techniques, such as histograms, scatter plots, surface plots, tree maps and parallel coordinate plots, that can be used to present abstract numerical and non-numerical data, in order to reinforce the human understanding of this information."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/348cd611-cdb6-4709-b1d6-8cd7faff8fae,skill/competence,occupation-specific,carry out equine dental procedures,"carry out equine teeth procedures
carry out equine dental practices
carry out equine dental measure
carry out equine dental procedures
carry out equine dental measures
perform equine dental procedure
perform equine dental procedures
carry out equine teeth procedure",,released,2016-12-20T21:21:00Z,"May include:
-examination of teeth
-removal of sharp enamel points using manual rasps only
-removal of small dental overgrowths (maximum 4mm reductions) using manual rasps only
-rostral profiling of the first cheek teeth (maximum 4mm reductions), previously termed ""bit seat shaping""
-removal of loose deciduous caps
-removal of supragingival calculus",,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills",Undertake equine dental procedures as appropriate for the horse and the agreed treatment plan. Specific interventions may vary in accordance with national and EU legislation.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/348e4a08-d01b-4cd5-8370-d114a9e31df1,skill/competence,sector-specific,hang chain hoists,"hanging chain hoists
put up chain pulleys
hang chain hoists
put up chain hoists
suspend chain hoists
hang chain hoist
suspend chain pulleys
hang hoists",,released,2016-12-20T17:57:22Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills",Install chain hoists in building constructions.
